x,y,z,tonnage,grade,economic_value
14,7,11,1000,1.329,46450.92
14,7,12,1000,1.3741,48704.27
14,7,13,1000,1.4438,52190.47
14,7,14,1000,1.4087,50436.61
14,7,15,1000,1.235,41749.58
14,7,16,1000,1.0984,34919.31
14,7,17,1000,0.9807,29037.33
14,7,18,1000,0.907,25349.21
14,7,19,1000,0.8284,21419.85
14,7,20,1000,0.7273,16362.55
14,7,21,1000,0.6392,11960.15
14,7,22,1000,0.582,9099.93
14,7,23,1000,0.4988,4937.83
14,7,24,1000,0.4057,284.74
14,8,0,1000,0.3943,-283.47
14,8,1,1000,0.4529,2643.32
14,8,2,1000,0.5503,7515.75
14,8,3,1000,0.6464,12321.59
14,8,4,1000,0.7425,17125.64
14,8,5,1000,0.8838,24187.64
14,8,6,1000,1.0177,30884.64
14,8,7,1000,1.0877,34387.06
14,8,8,1000,1.0154,30769.73
14,8,9,1000,1.0831,34157.37
14,8,10,1000,1.3017,45084.83
14,8,11,1000,1.5284,56417.85
14,8,12,1000,1.6777,63885.77
14,8,13,1000,1.7533,67663.17
14,8,14,1000,1.6841,64206.81
14,8,15,1000,1.506,55297.84
14,8,16,1000,1.3798,48988.08
14,8,17,1000,1.2351,41754.92
14,8,18,1000,1.0689,33446.57
14,8,19,1000,0.9304,26519.86
14,8,20,1000,0.8306,21529.47
14,8,21,1000,0.7355,16774.82
14,8,22,1000,0.6218,11088.75
14,8,23,1000,0.5039,5193.11
14,8,24,1000,0.4237,1184.14
14,9,0,1000,0.4385,1924.67
14,9,1,1000,0.4964,4818.53
14,9,2,1000,0.5703,8513.96
14,9,3,1000,0.651,12551.09
14,9,4,1000,0.7618,18090.64
14,9,5,1000,0.9433,27164.29
14,9,6,1000,1.0548,32738.42
14,9,7,1000,1.0708,33542.06
14,9,8,1000,1.0528,32638.74
14,9,9,1000,1.2618,43091.83
14,9,10,1000,1.5448,57238.33
14,9,11,1000,1.7797,68986.17
14,9,12,1000,1.9033,75164.63
14,9,13,1000,1.9749,78747.3
14,9,14,1000,1.8544,72719.41
14,9,15,1000,1.6525,62623.08
14,9,16,1000,1.5354,56769.52
14,9,17,1000,1.4017,50086.0
14,9,18,1000,1.1951,39756.6
14,9,19,1000,1.0091,30454.0
14,9,20,1000,0.8954,24772.48
14,9,21,1000,0.7746,18732.25
14,9,22,1000,0.6139,10694.98
14,9,23,1000,0.4826,4130.71
14,9,24,1000,0.4355,1773.28
14,10,0,1000,0.459,2951.27
14,10,1,1000,0.5154,5770.74
14,10,2,1000,0.572,8600.66
14,10,3,1000,0.6447,12237.38
14,10,4,1000,0.7547,17735.59
14,10,5,1000,0.9206,26030.3
14,10,6,1000,1.0221,31105.62
14,10,7,1000,1.0617,33085.63
14,10,8,1000,1.1847,39234.36
14,10,9,1000,1.544,57198.47
14,10,10,1000,1.8886,74430.33
14,10,11,1000,2.0862,84310.33
14,10,12,1000,2.1415,87073.16
14,10,13,1000,2.2021,90102.95
14,10,14,1000,2.0122,80608.95
14,10,15,1000,1.729,66448.31
14,10,16,1000,1.5716,58578.49
14,10,17,1000,1.4343,51716.53
14,10,18,1000,1.2396,41981.57
14,10,19,1000,1.0437,32183.22
14,10,20,1000,0.9132,25660.96
14,10,21,1000,0.7756,18778.14
14,10,22,1000,0.6092,10457.82
14,10,23,1000,0.4848,4239.66
14,10,24,1000,0.452,2602.41
14,11,0,1000,0.4314,1568.8
14,11,1,1000,0.491,4552.25
14,11,2,1000,0.5528,7638.56
14,11,3,1000,0.6392,11962.28
14,11,4,1000,0.7566,17829.44
14,11,5,1000,0.9102,25511.02
14,11,6,1000,1.0528,32641.57
14,11,7,1000,1.1861,39303.31
14,11,8,1000,1.3795,48974.15
14,11,9,1000,1.7158,65788.44
14,11,10,1000,2.0744,83720.8
14,11,11,1000,2.3555,97772.59
14,11,12,1000,2.4261,101306.79
14,11,13,1000,2.39,99498.35
14,11,14,1000,2.1294,86467.58
14,11,15,1000,1.7518,67591.41
14,11,16,1000,1.4616,53081.39
14,11,17,1000,1.313,45650.26
14,11,18,1000,1.2453,42262.71
14,11,19,1000,1.0889,34445.29
14,11,20,1000,0.9482,27408.04
14,11,21,1000,0.8127,20633.96
14,11,22,1000,0.672,13599.91
14,11,23,1000,0.5538,7691.22
14,11,24,1000,0.4882,4409.06
14,12,0,1000,0.4223,1116.81
14,12,1,1000,0.4911,4554.72
14,12,2,1000,0.5732,8659.63
14,12,3,1000,0.6848,14238.26
14,12,4,1000,0.8151,20753.02
14,12,5,1000,0.9579,27894.49
14,12,6,1000,1.143,37149.82
14,12,7,1000,1.3539,47696.52
14,12,8,1000,1.4842,54209.03
14,12,9,1000,1.661,63051.45
14,12,10,1000,1.9937,79685.0
14,12,11,1000,2.4081,100403.82
14,12,12,1000,2.5702,108512.29
14,12,13,1000,2.4463,102312.64
14,12,14,1000,2.265,93248.99
14,12,15,1000,1.9396,76981.04
14,12,16,1000,1.5163,55814.51
14,12,17,1000,1.2882,44407.59
14,12,18,1000,1.2718,43591.74
14,12,19,1000,1.1436,37181.58
14,12,20,1000,0.9893,29464.21
14,12,21,1000,0.8505,22526.44
14,12,22,1000,0.7337,16684.19
14,12,23,1000,0.6109,10546.93
14,12,24,1000,0.4953,4763.89
14,13,0,1000,0.4495,2475.96
14,13,1,1000,0.5225,6125.01
14,13,2,1000,0.6045,10226.35
14,13,3,1000,0.7197,15983.88
14,13,4,1000,0.851,22548.8
14,13,5,1000,0.9706,28527.93
14,13,6,1000,1.1427,37134.79
14,13,7,1000,1.3567,47836.33
14,13,8,1000,1.4624,53118.22
14,13,9,1000,1.608,60398.31
14,13,10,1000,1.93,76499.95
14,13,11,1000,2.3178,95890.32
14,13,12,1000,2.444,102199.9
14,13,13,1000,2.3183,95915.34
14,13,14,1000,2.2797,93987.15
14,13,15,1000,2.0903,84515.95
14,13,16,1000,1.6585,62922.94
14,13,17,1000,1.3667,48336.54
14,13,18,1000,1.2924,44621.99
14,13,19,1000,1.1573,37864.55
14,13,20,1000,0.9887,29432.79
14,13,21,1000,0.8295,21472.93
14,13,22,1000,0.7127,15635.67
14,13,23,1000,0.5897,9487.4
14,13,24,1000,0.4675,3375.42
14,14,0,1000,0.4254,1271.43
14,14,1,1000,0.5062,5308.67
14,14,2,1000,0.5901,9503.96
14,14,3,1000,0.7086,15430.42
14,14,4,1000,0.8478,22389.39
14,14,5,1000,0.9716,28580.72
14,14,6,1000,1.1595,37977.13
14,14,7,1000,1.3844,49219.76
14,14,8,1000,1.4198,50987.71
14,14,9,1000,1.5103,55513.5
14,14,10,1000,1.8508,72542.03
14,14,11,1000,2.2325,91622.53
14,14,12,1000,2.2761,93804.14
14,14,13,1000,2.1203,86015.54
14,14,14,1000,2.1178,85891.55
14,14,15,1000,2.0851,84254.81
14,14,16,1000,1.7701,68506.37
14,14,17,1000,1.4872,54361.83
14,14,18,1000,1.36,48000.62
14,14,19,1000,1.2306,41531.75
14,14,20,1000,1.0471,32354.53
14,14,21,1000,0.8321,21604.14
14,14,22,1000,0.6955,14774.53
14,14,23,1000,0.5702,8509.29
14,14,24,1000,0.4459,2293.47
14,15,0,1000,0.3716,-1419.37
14,15,1,1000,0.4539,2695.56
14,15,2,1000,0.5281,6406.31
14,15,3,1000,0.6386,11931.74
14,15,4,1000,0.7783,18915.13
14,15,5,1000,0.9095,25475.67
14,15,6,1000,1.1107,35534.56
14,15,7,1000,1.3374,46871.86
14,15,8,1000,1.3263,46313.12
14,15,9,1000,1.383,49149.5
14,15,10,1000,1.7318,66592.27
14,15,11,1000,2.1231,86154.24
14,15,12,1000,2.1259,86293.21
14,15,13,1000,1.9416,77082.03
14,15,14,1000,1.8411,72053.94
14,15,15,1000,1.8426,72129.06
14,15,16,1000,1.6681,63405.84
14,15,17,1000,1.4526,52631.18
14,15,18,1000,1.3227,46134.54
14,15,19,1000,1.2213,41067.34
14,15,20,1000,1.0721,33606.45
14,15,21,1000,0.8588,22940.09
14,15,22,1000,0.7105,15526.09
14,15,23,1000,0.5829,9145.67
14,15,24,1000,0.46,3000.19
14,16,0,1000,0.3603,-1982.81
14,16,1,1000,0.4354,1768.62
14,16,2,1000,0.4913,4564.43
14,16,3,1000,0.5859,9295.35
14,16,4,1000,0.7103,15513.57
14,16,5,1000,0.8142,20710.25
14,16,6,1000,0.9843,29216.98
14,16,7,1000,1.1846,39232.07
14,16,8,1000,1.1806,39029.03
14,16,9,1000,1.2341,41705.01
14,16,10,1000,1.5295,56474.9
14,16,11,1000,1.8545,72723.12
14,16,12,1000,1.8361,71804.09
14,16,13,1000,1.6708,63540.23
14,16,14,1000,1.5773,58864.88
14,16,15,1000,1.5941,59704.3
14,16,16,1000,1.4732,53658.47
14,16,17,1000,1.2873,44364.35
14,16,18,1000,1.1641,38202.57
14,16,19,1000,1.0857,34286.74
14,16,20,1000,0.9873,29365.95
14,16,21,1000,0.8313,21563.36
14,16,22,1000,0.6988,14938.81
14,16,23,1000,0.5773,8863.9
14,16,24,1000,0.4602,3012.5
14,17,0,1000,0.3472,-2641.46
14,17,1,1000,0.4016,78.03
14,17,2,1000,0.4588,2939.86
14,17,3,1000,0.5517,7583.64
14,17,4,1000,0.6537,12682.69
14,17,5,1000,0.7301,16502.98
14,17,6,1000,0.8683,23412.79
14,17,7,1000,1.0423,32115.01
14,17,8,1000,1.0714,33570.95
14,17,9,1000,1.1117,35587.25
14,17,10,1000,1.3067,45335.44
14,17,11,1000,1.505,55250.53
14,17,12,1000,1.4617,53082.85
14,17,13,1000,1.3304,46517.53
14,17,14,1000,1.3132,45660.48
14,17,15,1000,1.3878,49392.41
14,17,16,1000,1.2985,44925.46
14,17,17,1000,1.1259,36294.72
14,17,18,1000,0.9704,28518.68
14,17,19,1000,0.8757,23784.86
14,17,20,1000,0.8113,20566.76
14,17,21,1000,0.7393,16964.27
14,17,22,1000,0.6432,12159.64
14,17,23,1000,0.5394,6970.49
14,17,24,1000,0.4298,1492.21
14,18,0,1000,0.311,-4451.29
14,18,1,1000,0.3461,-2696.11
14,18,2,1000,0.4338,1688.7
14,18,3,1000,0.5432,7159.11
14,18,4,1000,0.6265,11323.51
14,18,5,1000,0.6876,14381.54
14,18,6,1000,0.8057,20284.12
14,18,7,1000,0.9613,28067.01
14,18,8,1000,1.0287,31434.63
14,18,9,1000,1.0575,32875.13
14,18,10,1000,1.1598,37989.64
14,18,11,1000,1.2362,41811.1
14,18,12,1000,1.1692,38460.84
14,18,13,1000,1.0677,33387.39
14,18,14,1000,1.1011,35054.04
14,18,15,1000,1.2058,40288.2
14,18,16,1000,1.138,36898.14
14,18,17,1000,1.0077,30383.48
14,18,18,1000,0.8509,22547.11
14,18,19,1000,0.7282,16408.1
14,18,20,1000,0.6613,13065.61
14,18,21,1000,0.6383,11912.83
14,18,22,1000,0.5743,8714.35
14,18,23,1000,0.4952,4762.02
14,18,24,1000,0.4014,71.9
14,19,0,1000,0.2767,-6163.1
14,19,1,1000,0.3084,-4579.43
14,19,2,1000,0.4067,333.73
14,19,3,1000,0.5165,5826.31
14,19,4,1000,0.5882,9408.35
14,19,5,1000,0.6348,11742.2
14,19,6,1000,0.7331,16655.64
14,19,7,1000,0.8693,23466.49
14,19,8,1000,0.9457,27284.52
14,19,9,1000,0.9778,28890.58
14,19,10,1000,1.0519,32593.52
14,19,11,1000,1.0921,34602.72
14,19,12,1000,1.021,31047.68
14,19,13,1000,0.9335,26675.85
14,19,14,1000,0.9478,27389.81
14,19,15,1000,1.0238,31192.08
14,19,16,1000,0.9724,28621.12
14,19,17,1000,0.8894,24468.22
14,19,18,1000,0.7782,18908.73
14,19,19,1000,0.6689,13446.16
14,19,20,1000,0.6063,10313.32
14,19,21,1000,0.5898,9488.25
14,19,22,1000,0.5356,6780.26
14,19,23,1000,0.4712,3560.32
14,19,24,1000,0.395,-250.67
14,20,0,1000,0.2633,-6835.42
14,20,1,1000,0.3105,-4475.36
14,20,2,1000,0.4039,194.3
14,20,3,1000,0.4806,4029.53
14,20,4,1000,0.5268,6340.99
14,20,5,1000,0.5768,8842.14
14,20,6,1000,0.6708,13538.34
14,20,7,1000,0.7745,18723.16
14,20,8,1000,0.8406,22031.46
14,20,9,1000,0.8841,24206.39
14,20,10,1000,0.9488,27439.24
14,20,11,1000,0.9562,27810.1
14,20,12,1000,0.8681,23406.48
14,20,13,1000,0.7945,19726.02
14,20,14,1000,0.8028,20140.7
14,20,15,1000,0.8491,22452.73
14,20,16,1000,0.7962,19808.48
14,20,17,1000,0.7339,16697.1
14,20,18,1000,0.668,13398.78
14,20,19,1000,0.5887,9432.69
14,20,20,1000,0.5416,7082.03
14,20,21,1000,0.522,6100.4
14,20,22,1000,0.4679,3397.49
14,20,23,1000,0.4101,503.98
14,20,24,1000,0.3606,-1971.05
14,21,0,1000,0.2842,-5789.69
14,21,1,1000,0.3526,-2371.87
14,21,2,1000,0.4189,945.39
14,21,3,1000,0.4387,1932.83
14,21,4,1000,0.449,2448.51
14,21,5,1000,0.4953,4764.05
14,21,6,1000,0.5806,9031.56
14,21,7,1000,0.6443,12215.86
14,21,8,1000,0.6923,14616.53
14,21,9,1000,0.747,17351.91
14,21,10,1000,0.809,20448.82
14,21,11,1000,0.8182,20910.73
14,21,12,1000,0.7427,17132.97
14,21,13,1000,0.6851,14254.24
14,21,14,1000,0.6936,14680.36
14,21,15,1000,0.7101,15505.44
14,21,16,1000,0.6459,12295.73
14,21,17,1000,0.5977,9886.25
14,21,18,1000,0.579,8949.13
14,21,19,1000,0.5295,6473.2
14,21,20,1000,0.4875,4373.54
14,21,21,1000,0.4447,2233.15
14,21,22,1000,0.3832,-840.73
14,21,23,1000,0.3223,-3886.24
14,21,24,1000,0.2928,-5361.78
14,22,0,1000,0.2862,-5691.7
14,22,1,1000,0.3517,-2416.21
14,22,2,1000,0.3965,-175.45
14,22,3,1000,0.3964,-181.87
14,22,4,1000,0.3925,-375.66
14,22,5,1000,0.4121,603.57
14,22,6,1000,0.4709,3545.87
14,22,7,1000,0.5166,5832.21
14,22,8,1000,0.5626,8131.29
14,22,9,1000,0.6184,10920.43
14,22,10,1000,0.6738,13689.73
14,22,11,1000,0.7116,15581.19
14,22,12,1000,0.6753,13762.99
14,22,13,1000,0.6281,11407.09
14,22,14,1000,0.6188,10939.05
14,22,15,1000,0.6102,10510.16
14,22,16,1000,0.5512,7560.75
14,22,17,1000,0.5307,6535.79
14,22,18,1000,0.5469,7343.86
14,22,19,1000,0.5105,5525.15
14,22,20,1000,0.4628,3141.76
14,22,21,1000,0.4042,210.31
14,22,22,1000,0.3434,-2829.29
14,22,23,1000,0.2845,-5776.24
14,22,24,1000,0.2567,-7163.1
14,23,0,1000,0.2506,-7470.62
14,23,1,1000,0.2983,-5085.42
14,23,2,1000,0.3461,-2694.59
14,23,3,1000,0.3615,-1922.92
14,23,4,1000,0.3604,-1979.13
14,23,5,1000,0.3542,-2291.86
14,23,6,1000,0.3811,-945.51
14,23,7,1000,0.4161,806.69
14,23,8,1000,0.4671,3353.84
14,23,9,1000,0.5242,6208.43
14,23,10,1000,0.5692,8459.78
14,23,11,1000,0.6187,10934.48
14,23,12,1000,0.6247,11233.16
14,23,13,1000,0.604,10202.27
14,23,14,1000,0.5679,8392.53
14,23,15,1000,0.5179,5896.65
14,23,16,1000,0.4716,3578.43
14,23,17,1000,0.4759,3797.33
14,23,18,1000,0.5025,5123.37
14,23,19,1000,0.4674,3371.58
14,23,20,1000,0.4282,1409.06
14,23,21,1000,0.3883,-587.46
14,23,22,1000,0.3378,-3111.35
14,23,23,1000,0.2847,-5763.11
14,23,24,1000,0.2523,-7382.58
14,24,0,1000,0.1871,-10644.81
14,24,1,1000,0.2097,-9514.21
14,24,2,1000,0.2789,-6054.7
14,24,3,1000,0.3302,-3488.3
14,24,4,1000,0.3449,-2754.74
14,24,5,1000,0.3374,-3128.33
14,24,6,1000,0.3455,-2726.99
14,24,7,1000,0.3709,-1455.23
14,24,8,1000,0.4146,730.05
14,24,9,1000,0.4639,3197.26
14,24,10,1000,0.4936,4681.61
14,24,11,1000,0.5109,5546.92
14,24,12,1000,0.5321,6606.35
14,24,13,1000,0.5518,7590.33
14,24,14,1000,0.5208,6039.65
14,24,15,1000,0.4537,2684.42
14,24,16,1000,0.424,1201.62
14,24,17,1000,0.4271,1353.66
14,24,18,1000,0.4213,1067.4
14,24,19,1000,0.3779,-1106.12
14,24,20,1000,0.3563,-2182.98
14,24,21,1000,0.3551,-2244.49
14,24,22,1000,0.3219,-3906.7
14,24,23,1000,0.286,-5699.63
14,24,24,1000,0.2625,-6872.92
15,0,0,1000,0.1785,-11075.04
15,0,1,1000,0.2079,-9604.91
15,0,2,1000,0.2357,-8216.22
15,0,3,1000,0.2655,-6727.37
15,0,4,1000,0.2892,-5539.8
15,0,5,1000,0.285,-5750.15
15,0,6,1000,0.3026,-4871.77
15,0,7,1000,0.3481,-2594.29
15,0,8,1000,0.3884,-581.5
15,0,9,1000,0.3936,-319.07
15,0,10,1000,0.3917,-415.71
15,0,11,1000,0.3986,-67.97
15,0,12,1000,0.4373,1864.99
15,0,13,1000,0.4641,3204.2
15,0,14,1000,0.4586,2930.85
15,0,15,1000,0.4222,1109.82
15,0,16,1000,0.401,49.45
15,0,17,1000,0.3601,-1995.4
15,0,18,1000,0.3361,-3192.6
15,0,19,1000,0.3379,-3105.4
15,0,20,1000,0.3204,-3979.23
15,0,21,1000,0.2841,-5794.09
15,0,22,1000,0.2666,-6668.68
15,0,23,1000,0.2381,-8093.67
15,0,24,1000,0.2006,-9968.42
15,1,0,1000,0.1919,-10403.1
15,1,1,1000,0.2212,-8939.91
15,1,2,1000,0.2542,-7289.34
15,1,3,1000,0.2886,-5568.64
15,1,4,1000,0.3159,-4202.99
15,1,5,1000,0.3171,-4145.79
15,1,6,1000,0.3321,-3395.66
15,1,7,1000,0.3732,-1337.66
15,1,8,1000,0.4218,1089.39
15,1,9,1000,0.437,1849.2
15,1,10,1000,0.4368,1839.86
15,1,11,1000,0.4688,3441.84
15,1,12,1000,0.5301,6504.68
15,1,13,1000,0.5545,7722.99
15,1,14,1000,0.5453,7266.24
15,1,15,1000,0.5067,5336.84
15,1,16,1000,0.4796,3980.45
15,1,17,1000,0.4184,920.03
15,1,18,1000,0.3753,-1233.21
15,1,19,1000,0.3742,-1292.41
15,1,20,1000,0.3537,-2316.05
15,1,21,1000,0.3135,-4323.78
15,1,22,1000,0.2947,-5265.91
15,1,23,1000,0.2648,-6757.77
15,1,24,1000,0.2224,-8879.05
15,2,0,1000,0.2451,-7743.45
15,2,1,1000,0.2681,-6594.84
15,2,2,1000,0.3072,-4641.86
15,2,3,1000,0.3479,-2602.68
15,2,4,1000,0.3824,-879.47
15,2,5,1000,0.4035,176.17
15,2,6,1000,0.4044,219.62
15,2,7,1000,0.4169,847.03
15,2,8,1000,0.4881,4404.48
15,2,9,1000,0.5435,7175.4
15,2,10,1000,0.5426,7129.55
15,2,11,1000,0.581,9048.83
15,2,12,1000,0.6324,11619.29
15,2,13,1000,0.6314,11569.94
15,2,14,1000,0.6114,10570.87
15,2,15,1000,0.5815,9074.38
15,2,16,1000,0.5482,7409.61
15,2,17,1000,0.4794,3968.09
15,2,18,1000,0.4371,1854.09
15,2,19,1000,0.4346,1727.58
15,2,20,1000,0.4052,257.61
15,2,21,1000,0.3568,-2160.53
15,2,22,1000,0.3375,-3126.35
15,2,23,1000,0.3167,-4166.79
15,2,24,1000,0.2773,-6133.79
15,3,0,1000,0.2799,-6004.16
15,3,1,1000,0.2983,-5082.93
15,3,2,1000,0.3351,-3243.71
15,3,3,1000,0.377,-1149.32
15,3,4,1000,0.4255,1277.08
15,3,5,1000,0.5,4998.2
15,3,6,1000,0.5221,6106.57
15,3,7,1000,0.521,6049.15
15,3,8,1000,0.5922,9610.09
15,3,9,1000,0.6612,13061.28
15,3,10,1000,0.6588,12941.68
15,3,11,1000,0.6844,14219.34
15,3,12,1000,0.715,15748.12
15,3,13,1000,0.6973,14867.29
15,3,14,1000,0.6741,13706.02
15,3,15,1000,0.6523,12613.17
15,3,16,1000,0.6131,10654.27
15,3,17,1000,0.5437,7182.7
15,3,18,1000,0.5101,5505.63
15,3,19,1000,0.5063,5315.68
15,3,20,1000,0.4575,2872.5
15,3,21,1000,0.3844,-778.91
15,3,22,1000,0.3607,-1963.08
15,3,23,1000,0.3461,-2696.9
15,3,24,1000,0.3096,-4520.55
15,4,0,1000,0.2851,-5743.74
15,4,1,1000,0.2995,-5024.3
15,4,2,1000,0.3249,-3753.73
15,4,3,1000,0.366,-1699.6
15,4,4,1000,0.4314,1571.9
15,4,5,1000,0.5631,8154.88
15,4,6,1000,0.6336,11678.76
15,4,7,1000,0.6478,12392.26
15,4,8,1000,0.6968,14837.82
15,4,9,1000,0.7495,17475.65
15,4,10,1000,0.7569,17845.02
15,4,11,1000,0.7641,18203.17
15,4,12,1000,0.7782,18910.34
15,4,13,1000,0.7681,18405.33
15,4,14,1000,0.7454,17269.15
15,4,15,1000,0.7143,15713.53
15,4,16,1000,0.6706,13528.28
15,4,17,1000,0.6123,10615.86
15,4,18,1000,0.5866,9330.52
15,4,19,1000,0.5704,8520.86
15,4,20,1000,0.4929,4646.4
15,4,21,1000,0.391,-451.41
15,4,22,1000,0.3603,-1985.95
15,4,23,1000,0.3472,-2640.83
15,4,24,1000,0.318,-4099.94
15,5,0,1000,0.2955,-5224.99
15,5,1,1000,0.3067,-4662.74
15,5,2,1000,0.3269,-3657.31
15,5,3,1000,0.3883,-586.08
15,5,4,1000,0.4705,3527.28
15,5,5,1000,0.5867,9335.9
15,5,6,1000,0.6899,14495.92
15,5,7,1000,0.7656,18279.12
15,5,8,1000,0.7857,19287.37
15,5,9,1000,0.8153,20765.16
15,5,10,1000,0.8732,23661.94
15,5,11,1000,0.8479,22395.43
15,5,12,1000,0.8335,21676.46
15,5,13,1000,0.8733,23666.7
15,5,14,1000,0.8413,22064.75
15,5,15,1000,0.7532,17658.31
15,5,16,1000,0.7108,15538.25
15,5,17,1000,0.7119,15593.64
15,5,18,1000,0.7009,15043.46
15,5,19,1000,0.6332,11660.22
15,5,20,1000,0.5211,6056.08
15,5,21,1000,0.4205,1024.23
15,5,22,1000,0.3809,-954.71
15,5,23,1000,0.3551,-2246.03
15,5,24,1000,0.3345,-3277.3
15,6,0,1000,0.322,-3899.1
15,6,1,1000,0.3424,-2879.34
15,6,2,1000,0.3924,-381.75
15,6,3,1000,0.493,4652.12
15,6,4,1000,0.5864,9320.71
15,6,5,1000,0.6395,11975.4
15,6,6,1000,0.7309,16547.15
15,6,7,1000,0.8565,22823.49
15,6,8,1000,0.8724,23621.09
15,6,9,1000,0.8999,24996.86
15,6,10,1000,1.0082,30410.1
15,6,11,1000,1.0081,30405.04
15,6,12,1000,1.0182,30911.36
15,6,13,1000,1.1025,35124.88
15,6,14,1000,1.0617,33082.97
15,6,15,1000,0.9226,26129.88
15,6,16,1000,0.8698,23489.06
15,6,17,1000,0.8758,23789.89
15,6,18,1000,0.8293,21466.75
15,6,19,1000,0.7113,15562.72
15,6,20,1000,0.59,9497.93
15,6,21,1000,0.517,5852.19
15,6,22,1000,0.4693,3463.57
15,6,23,1000,0.4079,397.32
15,6,24,1000,0.3533,-2336.17
15,7,0,1000,0.3527,-2366.6
15,7,1,1000,0.3868,-657.85
15,7,2,1000,0.4676,3380.83
15,7,3,1000,0.595,9749.52
15,7,4,1000,0.7043,15214.76
15,7,5,1000,0.7508,17541.47
15,7,6,1000,0.8357,21783.76
15,7,7,1000,0.9666,28328.31
15,7,8,1000,0.9655,28274.24
15,7,9,1000,0.9952,29758.73
15,7,10,1000,1.1347,36732.51
15,7,11,1000,1.2031,40153.11
15,7,12,1000,1.2772,43857.53
15,7,13,1000,1.3808,49040.89
15,7,14,1000,1.3309,46543.83
15,7,15,1000,1.1691,38456.54
15,7,16,1000,1.1003,35015.79
15,7,17,1000,1.058,32901.32
15,7,18,1000,0.9504,27518.36
15,7,19,1000,0.8094,20469.02
15,7,20,1000,0.6926,14629.49
15,7,21,1000,0.6272,11358.39
15,7,22,1000,0.5634,8170.53
15,7,23,1000,0.4641,3205.09
15,7,24,1000,0.36,-1997.7
15,8,0,1000,0.3991,-43.62
15,8,1,1000,0.4516,2577.89
15,8,2,1000,0.5232,6157.5
15,8,3,1000,0.64,11998.44
15,8,4,1000,0.7802,19012.49
15,8,5,1000,0.9005,25024.66
15,8,6,1000,0.9765,28825.51
15,8,7,1000,1.0359,31794.04
15,8,8,1000,0.9846,29231.23
15,8,9,1000,1.062,33099.7
15,8,10,1000,1.2451,42256.47
15,8,11,1000,1.3733,48666.13
15,8,12,1000,1.5017,55084.17
15,8,13,1000,1.6271,61353.13
15,8,14,1000,1.5284,56422.27
15,8,15,1000,1.3388,46937.53
15,8,16,1000,1.2929,44646.06
15,8,17,1000,1.2102,40508.73
15,8,18,1000,1.0503,32517.46
15,8,19,1000,0.924,26200.25
15,8,20,1000,0.838,21898.14
15,8,21,1000,0.741,17048.68
15,8,22,1000,0.6233,11166.29
15,8,23,1000,0.4953,4763.72
15,8,24,1000,0.38,-998.82
15,9,0,1000,0.4109,543.36
15,9,1,1000,0.4697,3486.72
15,9,2,1000,0.5135,5674.46
15,9,3,1000,0.6057,10285.46
15,9,4,1000,0.7639,18195.55
15,9,5,1000,0.9458,27289.39
15,9,6,1000,1.0114,30568.34
15,9,7,1000,1.019,30950.16
15,9,8,1000,1.0383,31915.81
15,9,9,1000,1.2652,43260.16
15,9,10,1000,1.4972,54862.13
15,9,11,1000,1.5686,58432.48
15,9,12,1000,1.6349,61745.36
15,9,13,1000,1.7743,68712.53
15,9,14,1000,1.6264,61317.99
15,9,15,1000,1.4077,50382.83
15,9,16,1000,1.3852,49261.12
15,9,17,1000,1.2756,43777.52
15,9,18,1000,1.0811,34057.46
15,9,19,1000,0.9727,28633.62
15,9,20,1000,0.9041,25207.12
15,9,21,1000,0.7668,18342.43
15,9,22,1000,0.6084,10419.74
15,9,23,1000,0.4957,4783.43
15,9,24,1000,0.4337,1683.21
15,10,0,1000,0.3959,-207.37
15,10,1,1000,0.4575,2876.3
15,10,2,1000,0.5058,5288.35
15,10,3,1000,0.5999,9995.85
15,10,4,1000,0.7561,17804.26
15,10,5,1000,0.9233,26164.95
15,10,6,1000,0.981,29051.05
15,10,7,1000,1.0142,30712.02
15,10,8,1000,1.1776,38878.17
15,10,9,1000,1.5466,57330.96
15,10,10,1000,1.8222,71108.25
15,10,11,1000,1.8284,71422.18
15,10,12,1000,1.8093,70464.5
15,10,13,1000,1.9407,77032.95
15,10,14,1000,1.7774,68868.98
15,10,15,1000,1.5364,56819.78
15,10,16,1000,1.4839,54195.11
15,10,17,1000,1.3423,47113.95
15,10,18,1000,1.1225,36126.03
15,10,19,1000,0.9974,29869.05
15,10,20,1000,0.9095,25476.62
15,10,21,1000,0.7584,17922.34
15,10,22,1000,0.5994,9968.4
15,10,23,1000,0.5067,5337.02
15,10,24,1000,0.4787,3935.96
15,11,0,1000,0.3917,-414.51
15,11,1,1000,0.4751,3755.59
15,11,2,1000,0.5441,7204.05
15,11,3,1000,0.6355,11773.37
15,11,4,1000,0.7662,18310.04
15,11,5,1000,0.8948,24740.29
15,11,6,1000,1.0079,30395.67
15,11,7,1000,1.1583,37913.32
15,11,8,1000,1.4359,51793.5
15,11,9,1000,1.7764,68821.33
15,11,10,1000,2.0269,81343.34
15,11,11,1000,2.0699,83496.26
15,11,12,1000,1.9803,79013.34
15,11,13,1000,1.9491,77453.6
15,11,14,1000,1.8349,71746.14
15,11,15,1000,1.6552,62761.04
15,11,16,1000,1.4623,53112.68
15,11,17,1000,1.3708,48540.0
15,11,18,1000,1.2871,44356.9
15,11,19,1000,1.1044,35219.73
